"Module","Gene","Module_gene","Function","position"
"M15.112","SYT15","M15.112_SYT15","TBD","A26.12"
"M15.112","TES","M15.112_TES","TBD","A26.12"
"M15.112","TTC9C","M15.112_TTC9C","TBD","A26.12"
"M15.112","ZNF280D","M15.112_ZNF280D","TBD","A26.12"
"M15.113","AATK","M15.113_AATK","Inflammation","A35.5"
"M15.113","BMX","M15.113_BMX","Inflammation","A35.5"
"M15.113","DNAH5","M15.113_DNAH5","Inflammation","A35.5"
"M15.113","FUT7","M15.113_FUT7","Inflammation","A35.5"
"M15.113","GALNT14","M15.113_GALNT14","Inflammation","A35.5"
"M15.113","HS.246177","M15.113_HS.246177","Inflammation","A35.5"
"M15.113","IL1R1","M15.113_IL1R1","Inflammation","A35.5"
"M15.113","KIAA0329","M15.113_KIAA0329","Inflammation","A35.5"
"M15.113","KIAA1026","M15.113_KIAA1026","Inflammation","A35.5"
"M15.113","LOC728744","M15.113_LOC728744","Inflammation","A35.5"
"M15.113","MAPK14","M15.113_MAPK14","Inflammation","A35.5"
"M15.113","NAIP","M15.113_NAIP","Inflammation","A35.5"
"M15.113","RAB20","M15.113_RAB20","Inflammation","A35.5"
"M15.113","RASGRP4","M15.113_RASGRP4","Inflammation","A35.5"
"M15.113","SOCS3","M15.113_SOCS3","Inflammation","A35.5"
"M15.113","ZDHHC19","M15.113_ZDHHC19","Inflammation","A35.5"
"M15.114","ANGEL1","M15.114_ANGEL1","TBD","A1.37"
"M15.114","ASCC3L1","M15.114_ASCC3L1","TBD","A1.37"
"M15.114","C22ORF32","M15.114_C22ORF32","TBD","A1.37"
"M15.114","C9ORF127","M15.114_C9ORF127","TBD","A1.37"
"M15.114","DHX30","M15.114_DHX30","TBD","A1.37"
"M15.114","EPHX2","M15.114_EPHX2","TBD","A1.37"
"M15.114","FBXL16","M15.114_FBXL16","TBD","A1.37"
"M15.114","GPSM1","M15.114_GPSM1","TBD","A1.37"
"M15.114","HS.348844","M15.114_HS.348844","TBD","A1.37"
"M15.114","RPL37","M15.114_RPL37","TBD","A1.37"
"M15.114","SFI1","M15.114_SFI1","TBD","A1.37"
"M15.114","URG4","M15.114_URG4","TBD","A1.37"
"M15.114","ZNF134","M15.114_ZNF134","TBD","A1.37"
"M15.114","ZNF260","M15.114_ZNF260","TBD","A1.37"
"M15.114","ZNF500","M15.114_ZNF500","TBD","A1.37"
"M15.114","ZNF558","M15.114_ZNF558","TBD","A1.37"
"M15.115","ACVR2A","M15.115_ACVR2A","TBD","A2.36"
"M15.115","BPTF","M15.115_BPTF","TBD","A2.36"
"M15.115","C13ORF7","M15.115_C13ORF7","TBD","A2.36"
"M15.115","C21ORF33","M15.115_C21ORF33","TBD","A2.36"
"M15.115","CACNA2D4","M15.115_CACNA2D4","TBD","A2.36"
"M15.115","DLAT","M15.115_DLAT","TBD","A2.36"
"M15.115","ESRRAP2","M15.115_ESRRAP2","TBD","A2.36"
"M15.115","GK5","M15.115_GK5","TBD","A2.36"
"M15.115","HS.551137","M15.115_HS.551137","TBD","A2.36"
"M15.115","IL16","M15.115_IL16","TBD","A2.36"
"M15.115","LPAR1","M15.115_LPAR1","TBD","A2.36"
"M15.115","PALLD","M15.115_PALLD","TBD","A2.36"
"M15.115","PHF14","M15.115_PHF14","TBD","A2.36"
"M15.115","SCRN1","M15.115_SCRN1","TBD","A2.36"
"M15.115","TAF1B","M15.115_TAF1B","TBD","A2.36"
"M15.115","WDR12","M15.115_WDR12","TBD","A2.36"
"M15.116","ATMIN","M15.116_ATMIN","TBD","A2.37"
"M15.116","BRWD2","M15.116_BRWD2","TBD","A2.37"
"M15.116","C12ORF65","M15.116_C12ORF65","TBD","A2.37"
"M15.116","C14ORF169","M15.116_C14ORF169","TBD","A2.37"
"M15.116","EXOSC9","M15.116_EXOSC9","TBD","A2.37"
"M15.116","FCRL3","M15.116_FCRL3","TBD","A2.37"
"M15.116","GLT8D1","M15.116_GLT8D1","TBD","A2.37"
"M15.116","GTPBP8","M15.116_GTPBP8","TBD","A2.37"
"M15.116","HSPA4","M15.116_HSPA4","TBD","A2.37"
"M15.116","INTS2","M15.116_INTS2","TBD","A2.37"
"M15.116","NIPA1","M15.116_NIPA1","TBD","A2.37"
"M15.116","PRMT6","M15.116_PRMT6","TBD","A2.37"
"M15.116","RBM13","M15.116_RBM13","TBD","A2.37"
"M15.116","SBDS","M15.116_SBDS","TBD","A2.37"
"M15.116","SFRS12","M15.116_SFRS12","TBD","A2.37"
"M15.116","TAF1B","M15.116_TAF1B","TBD","A2.37"
"M15.117","BTN3A2","M15.117_BTN3A2","TBD","A25.9"
"M15.117","CRLF3","M15.117_CRLF3","TBD","A25.9"
"M15.117","ECOP","M15.117_ECOP","TBD","A25.9"
"M15.117","HDGF2","M15.117_HDGF2","TBD","A25.9"
"M15.117","IDH1","M15.117_IDH1","TBD","A25.9"
"M15.117","LOC147804","M15.117_LOC147804","TBD","A25.9"
"M15.117","LOC401238","M15.117_LOC401238","TBD","A25.9"
"M15.117","LOC653450","M15.117_LOC653450","TBD","A25.9"
"M15.117","MAPKAP1","M15.117_MAPKAP1","TBD","A25.9"
"M15.117","MLL3","M15.117_MLL3","TBD","A25.9"
"M15.117","NDRG3","M15.117_NDRG3","TBD","A25.9"
"M15.117","NGRN","M15.117_NGRN","TBD","A25.9"
"M15.117","PPFIA1","M15.117_PPFIA1","TBD","A25.9"
"M15.117","RBM4","M15.117_RBM4","TBD","A25.9"
"M15.117","RNF135","M15.117_RNF135","TBD","A25.9"
"M15.117","SIRT7","M15.117_SIRT7","TBD","A25.9"
"M15.118","ARF4","M15.118_ARF4","Erythroid cells","A36.1"
"M15.118","DLEU1","M15.118_DLEU1","Erythroid cells","A36.1"
"M15.118","HIST3H2A","M15.118_HIST3H2A","Erythroid cells","A36.1"
"M15.118","IFT52","M15.118_IFT52","Erythroid cells","A36.1"
"M15.118","KLF3","M15.118_KLF3","Erythroid cells","A36.1"
"M15.118","MAX","M15.118_MAX","Erythroid cells","A36.1"
"M15.118","MBOAT2","M15.118_MBOAT2","Erythroid cells","A36.1"
"M15.118","MT1E","M15.118_MT1E","Erythroid cells","A36.1"
"M15.118","PPME1","M15.118_PPME1","Erythroid cells","A36.1"
"M15.118","SPTA1","M15.118_SPTA1","Erythroid cells","A36.1"
"M15.118","UBE2H","M15.118_UBE2H","Erythroid cells","A36.1"
"M15.118","UBFD1","M15.118_UBFD1","Erythroid cells","A36.1"
"M15.118","VTI1B","M15.118_VTI1B","Erythroid cells","A36.1"
"M15.118","ZNF23","M15.118_ZNF23","Erythroid cells","A36.1"
"M15.119","C19ORF61","M15.119_C19ORF61","TBD","A2.38"
"M15.119","CDCA7L","M15.119_CDCA7L","TBD","A2.38"
"M15.119","CTBP1","M15.119_CTBP1","TBD","A2.38"
"M15.119","EI24","M15.119_EI24","TBD","A2.38"
"M15.119","HS.558212","M15.119_HS.558212","TBD","A2.38"
"M15.119","LOC643790","M15.119_LOC643790","TBD","A2.38"
"M15.119","MRPS34","M15.119_MRPS34","TBD","A2.38"
"M15.119","NOLA1","M15.119_NOLA1","TBD","A2.38"
"M15.119","NR2C1","M15.119_NR2C1","TBD","A2.38"
"M15.119","PINX1","M15.119_PINX1","TBD","A2.38"
"M15.119","SLC12A2","M15.119_SLC12A2","TBD","A2.38"
"M15.119","TARBP2","M15.119_TARBP2","TBD","A2.38"
"M15.119","TMEM41A","M15.119_TMEM41A","TBD","A2.38"
"M15.119","TSR1","M15.119_TSR1","TBD","A2.38"
"M15.119","TULP4","M15.119_TULP4","TBD","A2.38"
"M15.119","USP14","M15.119_USP14","TBD","A2.38"
"M15.120","C6ORF66","M15.120_C6ORF66","TBD","A2.39"
"M15.120","CCDC28B","M15.120_CCDC28B","TBD","A2.39"
"M15.120","CHCHD7","M15.120_CHCHD7","TBD","A2.39"
"M15.120","KIAA0495","M15.120_KIAA0495","TBD","A2.39"
"M15.120","LOC137107","M15.120_LOC137107","TBD","A2.39"
"M15.120","PBX4","M15.120_PBX4","TBD","A2.39"
"M15.120","PNOC","M15.120_PNOC","TBD","A2.39"
"M15.120","PNRC2","M15.120_PNRC2","TBD","A2.39"
"M15.120","RLTPR","M15.120_RLTPR","TBD","A2.39"
"M15.120","RPL23AP13","M15.120_RPL23AP13","TBD","A2.39"
"M15.120","SIRPG","M15.120_SIRPG","TBD","A2.39"
"M15.120","SNORD68","M15.120_SNORD68","TBD","A2.39"
"M15.120","TMEM50B","M15.120_TMEM50B","TBD","A2.39"
"M15.120","WDR21A","M15.120_WDR21A","TBD","A2.39"
"M15.120","ZNF280C","M15.120_ZNF280C","TBD","A2.39"
"M15.120","ZNF627","M15.120_ZNF627","TBD","A2.39"
"M15.121","AP3D1","M15.121_AP3D1","TBD","A31.6"
"M15.121","BUD31","M15.121_BUD31","TBD","A31.6"
"M15.121","CPNE1","M15.121_CPNE1","TBD","A31.6"
"M15.121","FCHO1","M15.121_FCHO1","TBD","A31.6"
"M15.121","H3F3A","M15.121_H3F3A","TBD","A31.6"
"M15.121","ITM2B","M15.121_ITM2B","TBD","A31.6"
"M15.121","LOC440926","M15.121_LOC440926","TBD","A31.6"
"M15.121","MTPN","M15.121_MTPN","TBD","A31.6"
"M15.121","NFKB2","M15.121_NFKB2","TBD","A31.6"
"M15.121","NOMO2","M15.121_NOMO2","TBD","A31.6"
"M15.121","PARVG","M15.121_PARVG","TBD","A31.6"
"M15.121","SAMD4B","M15.121_SAMD4B","TBD","A31.6"
"M15.121","SUPT4H1","M15.121_SUPT4H1","TBD","A31.6"
"M15.121","WAS","M15.121_WAS","TBD","A31.6"
"M15.122","ACN9","M15.122_ACN9","TBD","A2.40"
"M15.122","AHNAK","M15.122_AHNAK","TBD","A2.40"
"M15.122","C1ORF212","M15.122_C1ORF212","TBD","A2.40"
"M15.122","C20ORF7","M15.122_C20ORF7","TBD","A2.40"
"M15.122","HNRPUL2","M15.122_HNRPUL2","TBD","A2.40"
"M15.122","HSP90AA1","M15.122_HSP90AA1","TBD","A2.40"
"M15.122","LOC648000","M15.122_LOC648000","TBD","A2.40"
"M15.122","LOC653226","M15.122_LOC653226","TBD","A2.40"
"M15.122","OCIAD1","M15.122_OCIAD1","TBD","A2.40"
"M15.122","OXR1","M15.122_OXR1","TBD","A2.40"
"M15.122","SFRS3","M15.122_SFRS3","TBD","A2.40"
"M15.122","SLC35B3","M15.122_SLC35B3","TBD","A2.40"
"M15.122","SRP9","M15.122_SRP9","TBD","A2.40"
"M15.122","THYN1","M15.122_THYN1","TBD","A2.40"
"M15.122","TOMM70A","M15.122_TOMM70A","TBD","A2.40"
"M15.123","ACAD9","M15.123_ACAD9","TBD","A24.11"
"M15.123","BAK1","M15.123_BAK1","TBD","A24.11"
"M15.123","CBR1","M15.123_CBR1","TBD","A24.11"
"M15.123","CMTM7","M15.123_CMTM7","TBD","A24.11"
"M15.123","FAM26C","M15.123_FAM26C","TBD","A24.11"
"M15.123","KBTBD4","M15.123_KBTBD4","TBD","A24.11"
"M15.123","LOC728739","M15.123_LOC728739","TBD","A24.11"
"M15.123","MRPS33","M15.123_MRPS33","TBD","A24.11"
"M15.123","NEDD8","M15.123_NEDD8","TBD","A24.11"
"M15.123","PDRG1","M15.123_PDRG1","TBD","A24.11"
"M15.123","PMVK","M15.123_PMVK","TBD","A24.11"
"M15.123","PTPN2","M15.123_PTPN2","TBD","A24.11"
"M15.123","PTS","M15.123_PTS","TBD","A24.11"
"M15.123","SNRPB","M15.123_SNRPB","TBD","A24.11"
"M15.123","UTP18","M15.123_UTP18","TBD","A24.11"
"M15.124","ALKBH8","M15.124_ALKBH8","TBD","A3.19"
"M15.124","CDC2L2","M15.124_CDC2L2","TBD","A3.19"
"M15.124","ELF2","M15.124_ELF2","TBD","A3.19"
"M15.124","GPRIN3","M15.124_GPRIN3","TBD","A3.19"
"M15.124","HS.135282","M15.124_HS.135282","TBD","A3.19"
"M15.124","IKZF3","M15.124_IKZF3","TBD","A3.19"
"M15.124","KIAA2026","M15.124_KIAA2026","TBD","A3.19"
"M15.124","N4BP2","M15.124_N4BP2","TBD","A3.19"
"M15.124","RNF157","M15.124_RNF157","TBD","A3.19"
"M15.124","RNF165","M15.124_RNF165","TBD","A3.19"
"M15.124","SCML1","M15.124_SCML1","TBD","A3.19"
"M15.124","TRIM52","M15.124_TRIM52","TBD","A3.19"
"M15.124","WDR73","M15.124_WDR73","TBD","A3.19"
"M15.124","ZNF234","M15.124_ZNF234","TBD","A3.19"
"M15.124","ZNF644","M15.124_ZNF644","TBD","A3.19"
"M15.125","C13ORF27","M15.125_C13ORF27","TBD","A12.1"
"M15.125","FGA","M15.125_FGA","TBD","A12.1"
"M15.125","HDGF2","M15.125_HDGF2","TBD","A12.1"
"M15.125","HUWE1","M15.125_HUWE1","TBD","A12.1"
"M15.125","ITGA3","M15.125_ITGA3","TBD","A12.1"
"M15.125","LSM12","M15.125_LSM12","TBD","A12.1"
"M15.125","NT5DC3","M15.125_NT5DC3","TBD","A12.1"
"M15.125","PAX7","M15.125_PAX7","TBD","A12.1"
"M15.125","PSMD5","M15.125_PSMD5","TBD","A12.1"
"M15.125","RWDD2B","M15.125_RWDD2B","TBD","A12.1"
"M15.125","SCN3A","M15.125_SCN3A","TBD","A12.1"
"M15.125","SIPA1L3","M15.125_SIPA1L3","TBD","A12.1"
"M15.125","SULT2B1","M15.125_SULT2B1","TBD","A12.1"
"M15.125","TEX261","M15.125_TEX261","TBD","A12.1"
"M15.125","TMEM189-UBE2V1","M15.125_TMEM189-UBE2V1","TBD","A12.1"
"M15.126","ARPC4","M15.126_ARPC4","Gene transcription","A17.3"
"M15.126","CACYBP","M15.126_CACYBP","Gene transcription","A17.3"
"M15.126","CALN1","M15.126_CALN1","Gene transcription","A17.3"
"M15.126","CLK3","M15.126_CLK3","Gene transcription","A17.3"
"M15.126","CRHR1","M15.126_CRHR1","Gene transcription","A17.3"
"M15.126","FZD7","M15.126_FZD7","Gene transcription","A17.3"
"M15.126","GPR27","M15.126_GPR27","Gene transcription","A17.3"
"M15.126","HS.560726","M15.126_HS.560726","Gene transcription","A17.3"
"M15.126","LOC645362","M15.126_LOC645362","Gene transcription","A17.3"
"M15.126","NARFL","M15.126_NARFL","Gene transcription","A17.3"
"M15.126","PCBP1","M15.126_PCBP1","Gene transcription","A17.3"
"M15.126","RBBP4","M15.126_RBBP4","Gene transcription","A17.3"
"M15.126","SEMA6B","M15.126_SEMA6B","Gene transcription","A17.3"
"M15.126","TBC1D20","M15.126_TBC1D20","Gene transcription","A17.3"
"M15.126","ZC3H18","M15.126_ZC3H18","Gene transcription","A17.3"
"M15.127","CMPK2","M15.127_CMPK2","Interferon","A28.5"
"M15.127","HS.125087","M15.127_HS.125087","Interferon","A28.5"
"M15.127","HS.386275","M15.127_HS.386275","Interferon","A28.5"
"M15.127","IFI27","M15.127_IFI27","Interferon","A28.5"
"M15.127","IFIT1","M15.127_IFIT1","Interferon","A28.5"
"M15.127","IFITM3","M15.127_IFITM3","Interferon","A28.5"
"M15.127","LAMP3","M15.127_LAMP3","Interferon","A28.5"
"M15.127","LOC26010","M15.127_LOC26010","Interferon","A28.5"
"M15.127","OAS1","M15.127_OAS1","Interferon","A28.5"
"M15.127","OAS2","M15.127_OAS2","Interferon","A28.5"
"M15.127","OASL","M15.127_OASL","Interferon","A28.5"
"M15.127","OTOF","M15.127_OTOF","Interferon","A28.5"
"M15.127","SERPING1","M15.127_SERPING1","Interferon","A28.5"
"M15.127","TRIM6","M15.127_TRIM6","Interferon","A28.5"
"M16.1","ABCC4","M16.1_ABCC4","TBD","A33.22"
"M16.1","ACOT7","M16.1_ACOT7","TBD","A33.22"
"M16.1","ACP5","M16.1_ACP5","TBD","A33.22"
"M16.1","ACPP","M16.1_ACPP","TBD","A33.22"
"M16.1","ADAM10","M16.1_ADAM10","TBD","A33.22"
"M16.1","ADCY4","M16.1_ADCY4","TBD","A33.22"
"M16.1","AFF1","M16.1_AFF1","TBD","A33.22"
"M16.1","AIM1","M16.1_AIM1","TBD","A33.22"
"M16.1","AK1","M16.1_AK1","TBD","A33.22"
"M16.1","ANTXR1","M16.1_ANTXR1","TBD","A33.22"
"M16.1","ASPRV1","M16.1_ASPRV1","TBD","A33.22"
"M16.1","ATP2B1","M16.1_ATP2B1","TBD","A33.22"
"M16.1","ATP5S","M16.1_ATP5S","TBD","A33.22"
"M16.1","B3GNT8","M16.1_B3GNT8","TBD","A33.22"
"M16.1","BCL2A1","M16.1_BCL2A1","TBD","A33.22"
"M16.1","BRD8","M16.1_BRD8","TBD","A33.22"
"M16.1","BTF3","M16.1_BTF3","TBD","A33.22"
"M16.1","C10ORF4","M16.1_C10ORF4","TBD","A33.22"
"M16.1","C11ORF82","M16.1_C11ORF82","TBD","A33.22"
"M16.1","C14ORF129","M16.1_C14ORF129","TBD","A33.22"
"M16.1","C15ORF29","M16.1_C15ORF29","TBD","A33.22"
"M16.1","C1GALT1C1","M16.1_C1GALT1C1","TBD","A33.22"
"M16.1","C1ORF116","M16.1_C1ORF116","TBD","A33.22"
"M16.1","C1ORF38","M16.1_C1ORF38","TBD","A33.22"
"M16.1","C20ORF45","M16.1_C20ORF45","TBD","A33.22"
"M16.1","C6ORF173","M16.1_C6ORF173","TBD","A33.22"
"M16.1","C9ORF10OS","M16.1_C9ORF10OS","TBD","A33.22"
"M16.1","C9ORF30","M16.1_C9ORF30","TBD","A33.22"
"M16.1","C9ORF72","M16.1_C9ORF72","TBD","A33.22"
"M16.1","CACNA1B","M16.1_CACNA1B","TBD","A33.22"
"M16.1","CDC42","M16.1_CDC42","TBD","A33.22"
"M16.1","CDIPT","M16.1_CDIPT","TBD","A33.22"
"M16.1","CEACAM1","M16.1_CEACAM1","TBD","A33.22"
"M16.1","CETP","M16.1_CETP","TBD","A33.22"
"M16.1","CHD2","M16.1_CHD2","TBD","A33.22"
"M16.1","CLK3","M16.1_CLK3","TBD","A33.22"
"M16.1","CLN3","M16.1_CLN3","TBD","A33.22"
"M16.1","CLPTM1","M16.1_CLPTM1","TBD","A33.22"
"M16.1","CMTM7","M16.1_CMTM7","TBD","A33.22"
"M16.1","CPNE8","M16.1_CPNE8","TBD","A33.22"
"M16.1","CTDP1","M16.1_CTDP1","TBD","A33.22"
"M16.1","CTTN","M16.1_CTTN","TBD","A33.22"
"M16.1","CYBRD1","M16.1_CYBRD1","TBD","A33.22"
"M16.1","CYP26A1","M16.1_CYP26A1","TBD","A33.22"
"M16.1","DAPK2","M16.1_DAPK2","TBD","A33.22"
"M16.1","DDX41","M16.1_DDX41","TBD","A33.22"
"M16.1","DHRS12","M16.1_DHRS12","TBD","A33.22"
"M16.1","DIP2A","M16.1_DIP2A","TBD","A33.22"
"M16.1","DOCK5","M16.1_DOCK5","TBD","A33.22"
"M16.1","EFHC2","M16.1_EFHC2","TBD","A33.22"
"M16.1","EMR1","M16.1_EMR1","TBD","A33.22"
"M16.1","EPHB1","M16.1_EPHB1","TBD","A33.22"
"M16.1","EPOR","M16.1_EPOR","TBD","A33.22"
"M16.1","ERF","M16.1_ERF","TBD","A33.22"
"M16.1","EVI2B","M16.1_EVI2B","TBD","A33.22"
"M16.1","EXOSC4","M16.1_EXOSC4","TBD","A33.22"
"M16.1","FBN2","M16.1_FBN2","TBD","A33.22"
"M16.1","FBXL20","M16.1_FBXL20","TBD","A33.22"
"M16.1","FCAR","M16.1_FCAR","TBD","A33.22"
"M16.1","FUCA2","M16.1_FUCA2","TBD","A33.22"
"M16.1","GAA","M16.1_GAA","TBD","A33.22"
"M16.1","GNG8","M16.1_GNG8","TBD","A33.22"
"M16.1","GRK6","M16.1_GRK6","TBD","A33.22"
"M16.1","GSR","M16.1_GSR","TBD","A33.22"
"M16.1","HCFC1R1","M16.1_HCFC1R1","TBD","A33.22"
"M16.1","HECW2","M16.1_HECW2","TBD","A33.22"
"M16.1","HIST1H2AE","M16.1_HIST1H2AE","TBD","A33.22"
"M16.1","HLA-DPB1","M16.1_HLA-DPB1","TBD","A33.22"
"M16.1","HLX","M16.1_HLX","TBD","A33.22"
"M16.1","HMOX1","M16.1_HMOX1","TBD","A33.22"
"M16.1","HNRNPH2","M16.1_HNRNPH2","TBD","A33.22"
"M16.1","HOXC11","M16.1_HOXC11","TBD","A33.22"
"M16.1","HS.443534","M16.1_HS.443534","TBD","A33.22"
"M16.1","HS.468177","M16.1_HS.468177","TBD","A33.22"
"M16.1","HS.542428","M16.1_HS.542428","TBD","A33.22"
"M16.1","HS.552957","M16.1_HS.552957","TBD","A33.22"
"M16.1","HS.578214","M16.1_HS.578214","TBD","A33.22"
"M16.1","HS.99472","M16.1_HS.99472","TBD","A33.22"
"M16.1","HSPC159","M16.1_HSPC159","TBD","A33.22"
"M16.1","IGF2BP3","M16.1_IGF2BP3","TBD","A33.22"
"M16.1","IL15","M16.1_IL15","TBD","A33.22"
"M16.1","IL1R2","M16.1_IL1R2","TBD","A33.22"
"M16.1","IL6R","M16.1_IL6R","TBD","A33.22"
"M16.1","IRAK4","M16.1_IRAK4","TBD","A33.22"
"M16.1","ITFG3","M16.1_ITFG3","TBD","A33.22"
"M16.1","KBTBD7","M16.1_KBTBD7","TBD","A33.22"
"M16.1","KIAA0040","M16.1_KIAA0040","TBD","A33.22"
"M16.1","LACTB","M16.1_LACTB","TBD","A33.22"
"M16.1","LHFPL2","M16.1_LHFPL2","TBD","A33.22"
"M16.1","LILRA5","M16.1_LILRA5","TBD","A33.22"
"M16.1","LIMS1","M16.1_LIMS1","TBD","A33.22"
"M16.1","LOC100008589","M16.1_LOC100008589","TBD","A33.22"
"M16.1","LOC283547","M16.1_LOC283547","TBD","A33.22"
"M16.1","LOC285074","M16.1_LOC285074","TBD","A33.22"
"M16.1","LOC391045","M16.1_LOC391045","TBD","A33.22"
"M16.1","LOC441019","M16.1_LOC441019","TBD","A33.22"
"M16.1","LOC642299","M16.1_LOC642299","TBD","A33.22"
"M16.1","LOC642342","M16.1_LOC642342","TBD","A33.22"
"M16.1","LOC642361","M16.1_LOC642361","TBD","A33.22"
"M16.1","LOC649864","M16.1_LOC649864","TBD","A33.22"
"M16.1","LOC652675","M16.1_LOC652675","TBD","A33.22"
"M16.1","LOC653610","M16.1_LOC653610","TBD","A33.22"
"M16.1","LOC731878","M16.1_LOC731878","TBD","A33.22"
"M16.1","LRRC28","M16.1_LRRC28","TBD","A33.22"
"M16.1","LSM6","M16.1_LSM6","TBD","A33.22"
"M16.1","MAFA","M16.1_MAFA","TBD","A33.22"
"M16.1","MAFF","M16.1_MAFF","TBD","A33.22"
"M16.1","MAN1A1","M16.1_MAN1A1","TBD","A33.22"
"M16.1","MAP2K4","M16.1_MAP2K4","TBD","A33.22"
"M16.1","MAPK14","M16.1_MAPK14","TBD","A33.22"
"M16.1","MARCH2","M16.1_MARCH2","TBD","A33.22"
"M16.1","MS4A3","M16.1_MS4A3","TBD","A33.22"
"M16.1","MSL3L1","M16.1_MSL3L1","TBD","A33.22"
"M16.1","NCOA1","M16.1_NCOA1","TBD","A33.22"
"M16.1","NLRP12","M16.1_NLRP12","TBD","A33.22"
"M16.1","OKL38","M16.1_OKL38","TBD","A33.22"
"M16.1","OSBPL6","M16.1_OSBPL6","TBD","A33.22"
"M16.1","PAK2","M16.1_PAK2","TBD","A33.22"
"M16.1","PDCD10","M16.1_PDCD10","TBD","A33.22"
"M16.1","PITPNA","M16.1_PITPNA","TBD","A33.22"
"M16.1","PLAGL1","M16.1_PLAGL1","TBD","A33.22"
"M16.1","PLEKHF2","M16.1_PLEKHF2","TBD","A33.22"
"M16.1","POLR2C","M16.1_POLR2C","TBD","A33.22"
"M16.1","POP7","M16.1_POP7","TBD","A33.22"
"M16.1","PPP3CA","M16.1_PPP3CA","TBD","A33.22"
"M16.1","PRRG4","M16.1_PRRG4","TBD","A33.22"
"M16.1","PTPRF","M16.1_PTPRF","TBD","A33.22"
"M16.1","RAB34","M16.1_RAB34","TBD","A33.22"
"M16.1","RAB6A","M16.1_RAB6A","TBD","A33.22"
"M16.1","RAB6B","M16.1_RAB6B","TBD","A33.22"
"M16.1","RBM18","M16.1_RBM18","TBD","A33.22"
"M16.1","RBMS1","M16.1_RBMS1","TBD","A33.22"
"M16.1","RBPMS2","M16.1_RBPMS2","TBD","A33.22"
"M16.1","RFESD","M16.1_RFESD","TBD","A33.22"
"M16.1","RFX2","M16.1_RFX2","TBD","A33.22"
"M16.1","RFXANK","M16.1_RFXANK","TBD","A33.22"
"M16.1","RNF166","M16.1_RNF166","TBD","A33.22"
"M16.1","RPGRIP1","M16.1_RPGRIP1","TBD","A33.22"
"M16.1","RRM2B","M16.1_RRM2B","TBD","A33.22"
"M16.1","SCGB1C1","M16.1_SCGB1C1","TBD","A33.22"
"M16.1","SERPINA1","M16.1_SERPINA1","TBD","A33.22"
"M16.1","SERTAD3","M16.1_SERTAD3","TBD","A33.22"
"M16.1","SIGLEC7","M16.1_SIGLEC7","TBD","A33.22"
"M16.1","SLA","M16.1_SLA","TBD","A33.22"
"M16.1","SLC22A15","M16.1_SLC22A15","TBD","A33.22"
"M16.1","SLC3A2","M16.1_SLC3A2","TBD","A33.22"
"M16.1","SLC6A6","M16.1_SLC6A6","TBD","A33.22"
"M16.1","SMG7","M16.1_SMG7","TBD","A33.22"
"M16.1","SMPDL3A","M16.1_SMPDL3A","TBD","A33.22"
"M16.1","SPOCD1","M16.1_SPOCD1","TBD","A33.22"
"M16.1","SSBP3","M16.1_SSBP3","TBD","A33.22"
"M16.1","STARD10","M16.1_STARD10","TBD","A33.22"
"M16.1","STRN4","M16.1_STRN4","TBD","A33.22"
"M16.1","TALDO1","M16.1_TALDO1","TBD","A33.22"
"M16.1","TCP11L2","M16.1_TCP11L2","TBD","A33.22"
"M16.1","TDRD9","M16.1_TDRD9","TBD","A33.22"
"M16.1","TGFA","M16.1_TGFA","TBD","A33.22"
"M16.1","TMEM88","M16.1_TMEM88","TBD","A33.22"
"M16.1","TREML3","M16.1_TREML3","TBD","A33.22"
"M16.1","TSPAN2","M16.1_TSPAN2","TBD","A33.22"
"M16.1","TTL","M16.1_TTL","TBD","A33.22"
"M16.1","TXNDC3","M16.1_TXNDC3","TBD","A33.22"
"M16.1","TXNRD2","M16.1_TXNRD2","TBD","A33.22"
"M16.1","UBE1C","M16.1_UBE1C","TBD","A33.22"
"M16.1","URG4","M16.1_URG4","TBD","A33.22"
"M16.1","VASH1","M16.1_VASH1","TBD","A33.22"
"M16.1","YWHAE","M16.1_YWHAE","TBD","A33.22"
"M16.1","YWHAG","M16.1_YWHAG","TBD","A33.22"
"M16.1","ZCCHC6","M16.1_ZCCHC6","TBD","A33.22"
"M16.2","AADACL1","M16.2_AADACL1","Protein synthesis","A32.9"
"M16.2","ABCC10","M16.2_ABCC10","Protein synthesis","A32.9"
"M16.2","ABHD2","M16.2_ABHD2","Protein synthesis","A32.9"
"M16.2","ABHD4","M16.2_ABHD4","Protein synthesis","A32.9"
"M16.2","ADAM15","M16.2_ADAM15","Protein synthesis","A32.9"
"M16.2","ADI1","M16.2_ADI1","Protein synthesis","A32.9"
"M16.2","AGTPBP1","M16.2_AGTPBP1","Protein synthesis","A32.9"
"M16.2","AMPD3","M16.2_AMPD3","Protein synthesis","A32.9"
"M16.2","ANKRD50","M16.2_ANKRD50","Protein synthesis","A32.9"
"M16.2","ARHGEF11","M16.2_ARHGEF11","Protein synthesis","A32.9"
"M16.2","ARNT","M16.2_ARNT","Protein synthesis","A32.9"
"M16.2","ASB6","M16.2_ASB6","Protein synthesis","A32.9"
"M16.2","BCORL1","M16.2_BCORL1","Protein synthesis","A32.9"
"M16.2","BNIPL","M16.2_BNIPL","Protein synthesis","A32.9"
"M16.2","BTD","M16.2_BTD","Protein synthesis","A32.9"
